Type,Start,End,Duration,Total Energy (kcal),Active Energy (kcal),Max Heart Rate (bpm),Avg Heart Rate (bpm),Distance (mi),Avg Speed(mi/hr)),Step Count (count),Step Cadence (spm),Swimming Stroke Count (count),Swim Stoke Cadence (spm),Flights Climbed (count),Elevation Ascended (ft),Elevation Descended (ft)
Walking,2021-10-25 18:30:00,2021-10-25 18:57,00:26:59,129.23,71.07,110,83.67,0.906,3.69,1689,0,0.0,0.0,1.0,16.5,0
Cycling,2021-10-25 13:56:00,2021-10-25 14:32,00:36:10,265.14,195.07,141,129.35,0.0,0.0,55,0,0.0,0.0,0.0,0.0,0
Yoga,2021-10-25 08:48:00,2021-10-25 09:10,00:21:38,132.6,78.07,99,75.51,0.0,0.0,20,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-24 12:39:00,2021-10-24 12:58,00:18:48,109.61,62.66,101,85.42,0.691,2.21,1111,0,0.0,0.0,1.0,11.65,0
Yoga,2021-10-24 12:05:00,2021-10-24 12:26,00:20:35,96.64,65.54,94,71.28,0.0,0.0,76,0,0.0,0.0,0.0,0.0,0
Yoga,2021-10-23 22:33:00,2021-10-23 22:54,00:21:22,112.88,64.63,97,69.71,0.0,0.0,38,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-23 17:20:00,2021-10-23 17:30,00:09:57,78.18,43.19,115,105.21,0.561,3.38,1040,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-23 13:59:00,2021-10-23 14:33,00:33:44,247.46,175.27,124,98.69,1.87,3.33,2754,0,0.0,0.0,1.0,39.73,0
Walking,2021-10-22 16:44:00,2021-10-22 16:46,00:02:35,37.52,12.79,130,122.21,0.078,1.82,90,0,0.0,0.0,1.0,15.45,0
Walking,2021-10-22 16:39:00,2021-10-22 16:43,00:03:26,22.19,16.82,153,136.16,0.173,3.02,256,0,0.0,0.0,2.0,7.19,0
Running,2021-10-22 16:36:00,2021-10-22 16:39,00:03:05,43.4,38.59,147,142.9,0.425,8.25,569,0,0.0,0.0,1.34,12.93,0
Functional Strength Training,2021-10-22 16:08:00,2021-10-22 16:35,00:27:08,245.07,204.43,165,137.67,0.0,0.0,971,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-22 15:57:00,2021-10-22 16:07,00:09:51,58.1,43.32,115,95.69,0.604,3.68,1199,0,0.0,0.0,0.0,9.78,0
Other,2021-10-22 15:20:00,2021-10-22 15:43,00:23:46,159.0,104.8,113,84.92,0.0,0.0,27,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-22 11:11:00,2021-10-22 11:56,00:45:01,514.46,425.41,152,137.23,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-22 09:16:00,2021-10-22 09:27,00:11:12,70.49,53.65,176,98.47,0.609,3.26,1025,0,0.0,0.0,2.0,0.0,0
Functional Strength Training,2021-10-21 17:32:00,2021-10-21 17:42,00:10:00,74.51,50.0,129,106.04,0.0,0.0,139,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-21 17:32:00,2021-10-21 17:40,00:08:27,89.6,57.47,142,127.97,0.0,0.0,84,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-21 17:23:00,2021-10-21 17:27,00:04:35,104.98,98.0,179,167.13,1.64,21.47,38,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-21 17:23:00,2021-10-21 17:27,00:04:36,61.95,54.9,179,164.75,0.0,0.0,38,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-21 17:10:00,2021-10-21 17:20,00:10:00,107.32,99.0,0,0.0,2.81,16.86,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-21 17:10:00,2021-10-21 17:20,00:10:31,99.72,91.4,156,130.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-21 13:32:00,2021-10-21 14:07,00:34:36,235.9,171.39,128,99.93,0.0,0.0,188,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-21 09:01:00,2021-10-21 09:19,00:18:02,113.95,87.09,109,90.18,0.974,3.24,1778,0,0.0,0.0,0.0,10.96,0
Walking,2021-10-20 17:35:00,2021-10-20 17:48,00:12:09,85.03,54.01,127,110.78,0.656,3.24,1232,0,0.0,0.0,0.0,16.86,0
Functional Strength Training,2021-10-20 17:19:00,2021-10-20 17:35,00:15:51,141.66,118.11,165,139.31,0.0,0.0,395,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-20 17:07:00,2021-10-20 17:18,00:11:05,73.52,56.69,110,102.59,0.651,3.52,1483,0,0.0,0.0,0.0,9.78,0
Functional Strength Training,2021-10-20 16:39:00,2021-10-20 16:44,00:05:00,31.28,30.0,0,0.0,0.0,0.0,68,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-20 16:38:00,2021-10-20 16:58,00:20:07,140.34,117.74,151,112.34,0.0,0.0,273,0,0.0,0.0,0.0,0.0,0
Yoga,2021-10-20 10:22:00,2021-10-20 10:42,00:20:00,105.17,82.0,104,86.35,0.0,0.0,28,0,0.0,0.0,0.0,0.0,0
Yoga,2021-10-20 10:21:00,2021-10-20 10:43,00:21:56,138.58,93.04,104,83.27,0.0,0.0,28,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-20 08:25:00,2021-10-20 08:49,00:23:51,169.72,112.07,104,89.03,1.33,3.36,2284,0,0.0,0.0,0.0,22.7,0
Functional Strength Training,2021-10-19 17:17:00,2021-10-19 17:21,00:04:41,53.49,25.36,121,106.87,0.0,0.0,119,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-19 14:30:00,2021-10-19 15:15,00:45:01,503.79,424.46,153,137.23,0.0,0.0,6,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-19 14:29:00,2021-10-19 15:15,00:45:08,681.94,595.0,153,137.23,14.39,19.13,6,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-19 11:32:00,2021-10-19 11:45,00:13:28,85.31,52.57,111,89.24,0.607,2.71,1066,0,0.0,0.0,1.35,20.11,0
Walking,2021-10-19 08:27:00,2021-10-19 08:39,00:12:35,91.95,60.77,136,108.98,0.66,3.14,670,0,0.0,0.0,1.0,24.61,0
Functional Strength Training,2021-10-19 08:17:00,2021-10-19 08:26,00:09:17,75.27,68.8,169,146.56,0.0,0.0,679,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-19 08:00:00,2021-10-19 08:12,00:11:29,67.13,57.21,118,93.72,0.65,3.4,1912,0,0.0,0.0,0.0,6.86,0
Walking,2021-10-18 17:55:00,2021-10-18 18:20,00:25:49,152.74,101.38,122,91.96,1.23,2.85,2367,0,0.0,0.0,1.0,15.26,0
Walking,2021-10-18 08:20:00,2021-10-18 08:44,00:24:03,159.23,111.05,112,86.99,1.34,3.34,2475,0,0.0,0.0,0.0,27.17,0
Walking,2021-10-17 19:04:00,2021-10-17 19:33,00:28:17,173.47,117.49,116,107.36,1.5,3.18,1884,0,0.0,0.0,2.0,16.11,0
Walking,2021-10-17 15:38:00,2021-10-17 16:14,00:36:11,281.76,171.17,122,98.25,1.74,2.89,3414,0,0.0,0.0,1.0,30.45,0
Walking,2021-10-17 11:21:00,2021-10-17 11:56,00:35:17,257.66,191.43,113,103.03,2.03,3.45,2996,0,0.0,0.0,0.0,12.47,0
Walking,2021-10-17 10:52:00,2021-10-17 11:04,00:11:55,68.1,57.03,138,114.78,0.613,3.09,1172,0,0.0,0.0,0.0,18.73,0
Functional Strength Training,2021-10-17 10:20:00,2021-10-17 10:52,00:32:04,273.1,232.91,170,139.22,0.0,0.0,1017,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-17 10:08:00,2021-10-17 10:19,00:11:34,59.21,49.23,94,82.9,0.634,3.29,659,0,0.0,0.0,0.0,8.83,0
Walking,2021-10-16 10:08:00,2021-10-16 10:27,00:18:33,85.48,47.44,125,93.28,0.501,2.77,951,0,0.0,0.0,1.0,27.36,0
Walking,2021-10-15 18:17:00,2021-10-15 18:45,00:27:25,174.7,112.49,111,97.96,1.33,2.91,2594,0,0.0,0.0,0.0,7.64,0
Functional Strength Training,2021-10-15 17:11:00,2021-10-15 17:24,00:13:13,106.24,86.07,156,131.31,0.0,0.0,78,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-15 16:36:00,2021-10-15 16:46,00:10:00,70.14,62.0,100,97.5,0.0,0.0,10,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-15 16:35:00,2021-10-15 16:45,00:10:03,51.39,43.26,109,93.87,0.0,0.0,2,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-15 13:07:00,2021-10-15 13:52,00:45:02,656.75,578.0,156,136.89,14.21,18.93,3,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-15 13:07:00,2021-10-15 13:52,00:45:03,453.19,374.44,156,136.91,0.0,0.0,3,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-15 09:08:00,2021-10-15 09:56,00:48:36,203.41,120.28,110,86.58,1.66,3.04,3325,0,0.0,0.0,1.0,19.16,0
Yoga,2021-10-14 17:34:00,2021-10-14 17:54,00:20:00,132.43,89.0,129,100.94,0.0,0.0,43,0,0.0,0.0,0.0,0.0,0
Yoga,2021-10-14 17:33:00,2021-10-14 17:53,00:20:13,170.1,119.05,133,105.77,0.0,0.0,43,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-14 17:14:00,2021-10-14 17:20,00:06:21,42.18,40.0,168,141.09,0.0,0.0,146,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-10-14 17:14:00,2021-10-14 17:20,00:06:31,62.14,59.71,168,141.09,0.0,0.0,146,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-14 16:58:00,2021-10-14 17:10,00:11:58,72.09,61.53,138,119.29,0.661,3.31,542,0,0.0,0.0,1.0,17.85,0
Functional Strength Training,2021-10-14 16:46:00,2021-10-14 16:57,00:11:11,84.94,75.66,158,143.27,0.0,0.0,869,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-14 16:34:00,2021-10-14 16:44,00:10:18,63.17,47.49,117,108.2,0.594,3.47,1071,0,0.0,0.0,0.0,10.07,0
Cycling,2021-10-14 12:36:00,2021-10-14 13:21,00:45:13,449.66,369.17,158,136.24,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-14 12:36:00,2021-10-14 13:21,00:45:17,663.49,583.0,158,136.24,14.25,18.88,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-14 09:29:00,2021-10-14 09:45,00:16:50,95.12,57.94,113,92.02,0.63,2.25,1262,0,0.0,0.0,1.0,18.01,0
Functional Strength Training,2021-10-13 17:37:00,2021-10-13 17:57,00:20:00,148.14,125.0,170,136.14,0.0,0.0,161,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-10-13 17:37:00,2021-10-13 17:58,00:21:36,206.51,162.17,170,127.36,0.0,0.0,181,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-13 17:12:00,2021-10-13 17:32,00:20:00,148.11,125.0,109,86.27,0.0,0.0,112,0,0.0,0.0,0.0,0.0,0
Pilates,2021-10-13 17:11:00,2021-10-13 17:33,00:21:30,99.54,70.63,109,81.16,0.0,0.0,112,0,0.0,0.0,0.0,0.0,0
Yoga,2021-10-13 13:18:00,2021-10-13 13:38,00:20:00,111.17,88.0,124,86.84,0.0,0.0,9,0,0.0,0.0,0.0,0.0,0
Yoga,2021-10-13 13:17:00,2021-10-13 13:39,00:21:52,144.82,98.9,124,88.05,0.0,0.0,9,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-13 10:15:00,2021-10-13 10:26,00:11:32,86.66,58.65,122,104.71,0.642,3.34,1183,0,0.0,0.0,0.0,11.65,0
Functional Strength Training,2021-10-13 10:08:00,2021-10-13 10:15,00:07:01,40.62,37.8,125,107.68,0.0,0.0,967,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-13 09:56:00,2021-10-13 10:07,00:11:29,74.49,57.08,103,90.64,0.643,3.36,1183,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-12 17:12:00,2021-10-12 17:31,00:19:17,112.46,70.8,116,89.29,0.859,2.67,1597,0,0.0,0.0,1.0,13.58,0
Functional Strength Training,2021-10-12 15:24:00,2021-10-12 15:44,00:20:00,148.14,125.0,157,134.55,0.0,0.0,19,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-10-12 15:24:00,2021-10-12 15:46,00:22:02,210.95,164.5,157,125.54,0.0,0.0,19,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-12 15:09:00,2021-10-12 15:19,00:10:00,69.94,62.0,96,89.91,0.0,0.0,22,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-12 15:09:00,2021-10-12 15:19,00:10:05,42.6,34.92,111,91.68,0.0,0.0,22,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-11 17:17:00,2021-10-11 17:44,00:26:54,126.68,75.62,97,85.25,0.901,2.01,1193,0,0.0,0.0,1.0,7.78,0
Cycling,2021-10-11 11:53:00,2021-10-11 12:38,00:45:02,661.48,581.0,142,130.31,14.23,18.96,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-11 11:53:00,2021-10-11 12:38,00:45:01,485.47,397.37,142,130.33,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-11 11:20:00,2021-10-11 11:30,00:10:00,69.3,62.0,129,110.28,0.0,0.0,294,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-10-11 11:20:00,2021-10-11 11:31,00:11:07,89.96,54.91,129,110.47,0.0,0.0,294,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-11 09:00:00,2021-10-11 09:12,00:11:18,85.3,47.07,108,93.71,0.585,3.1,1130,0,0.0,0.0,1.0,15.03,0
Walking,2021-10-11 08:12:00,2021-10-11 08:23,00:10:55,90.07,53.98,150,115.81,0.613,3.37,1158,0,0.0,0.0,0.0,16.24,0
Functional Strength Training,2021-10-11 07:57:00,2021-10-11 08:12,00:15:01,80.74,65.95,149,104.87,0.0,0.0,58,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-11 07:46:00,2021-10-11 07:57,00:10:55,63.1,54.08,102,89.68,0.609,3.35,911,0,0.0,0.0,0.0,9.45,0
Walking,2021-10-10 15:53:00,2021-10-10 16:17,00:24:05,174.17,119.51,115,93.82,1.29,3.21,1513,0,0.0,0.0,0.0,21.0,0
Walking,2021-10-08 07:38:00,2021-10-08 08:03,00:24:14,175.51,126.63,117,96.63,1.33,3.29,2505,0,0.0,0.0,0.0,27.1,0
Functional Strength Training,2021-10-07 17:59:00,2021-10-07 18:13,00:14:47,82.68,48.64,107,88.42,0.0,0.0,14,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-07 13:56:00,2021-10-07 14:09,00:12:57,87.05,56.09,129,117.32,0.611,2.83,1185,0,0.0,0.0,0.0,18.41,0
Functional Strength Training,2021-10-07 13:52:00,2021-10-07 13:54,00:02:04,15.1,11.84,164,149.76,0.0,0.0,33,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-07 13:24:00,2021-10-07 13:51,00:27:02,218.56,185.6,168,132.61,0.0,0.0,703,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-07 13:10:00,2021-10-07 13:23,00:12:23,67.28,48.46,113,100.55,0.628,3.04,643,0,0.0,0.0,0.0,12.5,0
Functional Strength Training,2021-10-07 12:17:00,2021-10-07 12:27,00:10:00,69.62,62.0,170,127.5,0.0,0.0,428,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-10-07 12:17:00,2021-10-07 12:28,00:11:17,104.46,78.11,170,128.45,0.0,0.0,428,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-10-06 18:11:00,2021-10-06 18:21,00:10:01,73.76,50.21,143,110.89,0.0,0.0,164,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-06 13:36:00,2021-10-06 14:21,00:45:02,664.54,586.0,157,136.14,14.28,19.03,22,0,0.0,0.0,0.0,0.0,0
Cycling,2021-10-06 13:36:00,2021-10-06 14:21,00:45:00,501.55,423.01,157,136.15,0.0,0.0,22,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-04 14:16:00,2021-10-04 15:00,00:43:38,308.3,229.05,110,93.97,2.52,3.47,4012,0,0.0,0.0,0.0,25.33,0
Walking,2021-10-02 12:46:00,2021-10-02 13:10,00:23:49,97.49,61.93,122,104.21,0.61,1.54,754,0,0.0,0.0,0.0,7.71,0
Running,2021-10-02 09:28:00,2021-10-02 09:31,00:03:27,54.51,48.17,176,160.79,0.497,8.65,527,0,0.0,0.0,2.0,10.2,0
Walking,2021-10-02 09:26:00,2021-10-02 09:27,00:01:44,9.51,6.7,135,124.41,0.076,2.6,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-10-02 08:59:00,2021-10-02 09:26,00:26:38,215.33,183.26,162,130.84,0.0,0.0,419,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-10-02 08:52:00,2021-10-02 08:58,00:06:34,69.61,59.56,161,135.06,0.0,0.0,276,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-02 08:40:00,2021-10-02 08:51,00:10:34,56.92,40.28,102,93.6,0.593,3.37,1362,0,0.0,0.0,0.0,10.27,0
Walking,2021-10-01 15:18:00,2021-10-01 15:44,00:26:23,198.45,137.4,131,105.58,1.41,3.2,2600,0,0.0,0.0,1.0,17.98,0
Walking,2021-10-01 14:38:00,2021-10-01 14:55,00:17:06,67.15,45.22,116,106.65,0.586,2.06,1138,0,0.0,0.0,0.0,0.0,0
Walking,2021-10-01 10:11:00,2021-10-01 10:24,00:13:11,78.66,66.44,110,105.37,0.77,3.5,1364,0,0.0,0.0,0.0,8.76,0
Walking,2021-09-26 09:13:00,2021-09-26 09:22,00:09:04,58.04,30.46,92,84.17,0.374,2.47,284,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-24 16:36:00,2021-09-24 17:14,00:38:41,241.23,172.58,130,92.32,1.76,2.73,2843,0,0.0,0.0,4.0,53.25,0
Traditional Strength Training,2021-09-23 12:03:00,2021-09-23 12:14,00:10:58,68.88,40.98,118,100.57,0.0,0.0,20,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-23 08:26:00,2021-09-23 08:37,00:11:13,84.13,54.77,140,108.49,0.608,3.26,607,0,0.0,0.0,0.0,10.07,0
Functional Strength Training,2021-09-23 08:13:00,2021-09-23 08:25,00:12:41,84.48,73.01,155,132.34,0.0,0.0,723,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-23 08:02:00,2021-09-23 08:12,00:10:05,63.32,55.51,106,99.02,0.606,3.61,585,0,0.0,0.0,0.0,9.38,0
Yoga,2021-09-22 15:28:00,2021-09-22 15:41,00:13:15,91.93,60.41,103,85.02,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-09-22 11:51:00,2021-09-22 12:48,00:57:02,725.58,637.97,183,152.26,0.0,0.0,28,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-09-22 11:23:00,2021-09-22 11:34,00:11:08,84.67,55.28,121,104.55,0.0,0.0,447,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-22 08:55:00,2021-09-22 09:03,00:07:17,66.71,42.11,158,100.55,0.511,4.2,0,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-09-21 16:09:00,2021-09-21 17:03,00:54:20,323.85,229.48,139,105.54,0.0,0.0,207,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-09-21 10:58:00,2021-09-21 11:09,00:11:16,102.71,73.87,152,113.19,0.0,0.0,684,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-21 05:12:00,2021-09-21 05:20,00:08:16,30.46,7.45,80,50.9,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Pilates,2021-09-20 16:36:00,2021-09-20 16:58,00:21:08,123.0,78.98,106,85.09,0.0,0.0,581,0,0.0,0.0,3.0,0.0,0
Cycling,2021-09-20 08:25:00,2021-09-20 09:10,00:45:03,499.01,437.43,159,139.39,0.0,0.0,46,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-19 14:23:00,2021-09-19 14:35,00:11:41,90.0,58.62,114,96.24,0.629,3.23,561,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-09-19 13:00:00,2021-09-19 13:46,00:46:15,388.24,309.39,170,121.8,0.0,0.0,670,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-19 10:33:00,2021-09-19 11:01,00:28:24,79.89,27.33,109,88.94,0.304,1.74,1310,0,0.0,0.0,1.0,6.66,0
Walking,2021-09-18 19:12:00,2021-09-18 19:41,00:29:01,185.54,128.19,111,97.01,1.45,3.0,1835,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-18 16:17:00,2021-09-18 16:30,00:13:06,69.46,48.67,115,102.15,0.625,2.86,1176,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-18 12:36:00,2021-09-18 12:45,00:08:24,55.93,30.49,105,96.96,0.354,2.53,173,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-18 12:20:00,2021-09-18 12:35,00:15:09,68.98,53.62,105,96.54,0.684,2.71,1866,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-18 11:43:00,2021-09-18 12:08,00:25:35,166.6,127.94,109,100.1,1.4,3.29,2633,0,0.0,0.0,0.0,8.96,0
Functional Strength Training,2021-09-18 10:09:00,2021-09-18 10:51,00:42:22,256.61,171.93,132,99.48,0.0,0.0,382,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-09-17 16:28:00,2021-09-17 20:21,03:52:57,359.05,26.3,148,77.02,0.0,0.0,762,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-17 08:36:00,2021-09-17 08:58,00:22:04,123.8,78.26,100,88.88,1.07,3.14,1180,0,0.0,0.0,0.0,0.0,0
Barre,2021-09-16 17:04:00,2021-09-16 17:24,00:20:27,127.65,86.29,125,105.42,0.0,0.0,298,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-16 07:53:00,2021-09-16 08:13,00:20:23,134.78,91.72,112,92.46,1.09,3.21,2066,0,0.0,0.0,0.0,26.15,0
Functional Strength Training,2021-09-06 12:03:00,2021-09-06 12:39,00:35:24,279.34,215.17,143,115.08,0.0,0.0,416,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-06 09:00:00,2021-09-06 09:37,00:37:30,274.79,197.12,114,94.39,2.09,3.35,3828,0,0.0,0.0,0.0,64.96,0
Walking,2021-09-05 09:43:00,2021-09-05 09:44,00:00:27,68.19,0.607,84,84.0,0.016,2.19,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-09-04 15:21:00,2021-09-04 15:36,00:15:09,82.57,61.27,168,145.96,0.672,2.66,388,0,0.0,0.0,2.0,0.0,0
Walking,2021-09-03 19:19:00,2021-09-03 19:42,00:23:16,127.07,96.05,97,87.76,1.15,2.97,2384,0,0.0,0.0,0.0,11.42,0
Walking,2021-09-02 08:18:00,2021-09-02 08:39,00:20:35,120.31,77.97,103,92.55,1.12,3.25,2120,0,0.0,0.0,0.0,10.14,0
Walking,2021-09-01 12:14:00,2021-09-01 12:33,00:18:59,117.45,90.61,113,95.25,1.02,3.23,1449,0,0.0,0.0,0.0,0.0,0
Walking,2021-08-30 07:29:00,2021-08-30 07:46,00:17:07,94.82,56.68,103,84.82,0.839,2.94,1273,0,0.0,0.0,0.0,20.21,0
Yoga,2021-08-29 15:14:00,2021-08-29 15:33,00:19:07,121.44,100.32,149,95.2,0.0,0.0,319,0,0.0,0.0,0.0,0.0,0
Walking,2021-08-29 12:22:00,2021-08-29 12:35,00:13:29,77.06,58.28,123,100.33,0.689,3.06,1364,0,0.0,0.0,2.0,14.53,0
Functional Strength Training,2021-08-28 16:17:00,2021-08-28 16:47,00:29:21,240.4,180.19,146,110.91,0.0,0.0,246,0,0.0,0.0,0.0,0.0,0
Walking,2021-08-24 14:08:00,2021-08-24 14:27,00:18:52,128.26,88.66,110,92.6,0.951,3.02,1440,0,0.0,0.0,0.0,6.69,0
Cycling,2021-08-23 18:34:00,2021-08-23 18:51,00:17:35,137.39,118.7,154,127.55,3.4,11.58,1622,0,0.0,0.0,0.0,50.75,0
Functional Strength Training,2021-08-23 18:11:00,2021-08-23 18:21,00:10:00,69.95,62.0,88,86.25,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-08-23 18:10:00,2021-08-23 18:20,00:09:55,32.83,25.4,105,91.92,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-08-23 13:12:00,2021-08-23 13:22,00:10:00,28.42,0.0,127,94.16,0.0,0.0,303,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-08-23 13:12:00,2021-08-23 13:22,00:10:09,78.59,50.18,127,94.07,0.0,0.0,303,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-08-23 13:12:00,2021-08-23 13:22,00:10:00,14.59,0.0,127,94.26,0.0,0.0,295,0,0.0,0.0,0.0,0.0,0
Cycling,2021-08-23 10:03:00,2021-08-23 10:48,00:45:03,650.75,579.0,139,122.98,14.21,18.93,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-08-23 10:03:00,2021-08-23 10:48,00:45:01,399.19,327.44,139,122.98,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-08-23 08:35:00,2021-08-23 08:49,00:13:53,83.72,50.88,107,95.12,0.648,2.8,1040,0,0.0,0.0,1.0,17.19,0
Walking,2021-08-22 18:01:00,2021-08-22 18:16,00:14:57,103.56,68.93,107,88.21,0.686,2.75,550,0,0.0,0.0,2.66,19.91,0
Walking,2021-08-22 13:02:00,2021-08-22 13:21,00:19:21,94.94,73.03,110,85.3,0.716,2.22,1467,0,0.0,0.0,1.0,5.45,0
Walking,2021-08-22 11:50:00,2021-08-22 12:03,00:13:26,87.17,55.24,94,79.03,0.61,2.72,721,0,0.0,0.0,0.0,0.0,0
Walking,2021-08-17 14:10:00,2021-08-17 14:18,00:07:47,68.8,42.78,123,106.83,0.443,3.41,702,0,0.0,0.0,0.0,7.09,0
Functional Strength Training,2021-08-17 14:04:00,2021-08-17 14:10,00:05:54,37.64,36.42,128,114.2,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Walking,2021-08-17 13:56:00,2021-08-17 14:03,00:07:27,37.18,33.4,103,95.51,0.399,3.21,715,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-08-17 13:29:00,2021-08-17 13:40,00:11:36,113.03,81.75,160,119.73,0.0,0.0,92,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-08-17 09:54:00,2021-08-17 10:15,00:21:01,208.9,156.43,167,130.32,0.0,0.0,265,0,0.0,0.0,0.0,0.0,0
Running,2021-08-17 08:29:00,2021-08-17 08:32,00:03:11,63.88,37.88,169,146.21,0.434,8.2,485,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-08-17 08:24:00,2021-08-17 08:28,00:03:59,21.07,14.93,112,98.78,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-08-17 08:16:00,2021-08-17 08:24,00:08:05,40.66,36.05,97,89.3,0.429,3.18,757,0,0.0,0.0,0.0,0.0,0
Yoga,2021-08-16 20:42:00,2021-08-16 21:12,00:30:00,182.14,124.0,129,103.38,0.0,0.0,42,0,0.0,0.0,0.0,0.0,0
Yoga,2021-08-16 20:41:00,2021-08-16 21:11,00:29:47,254.52,188.76,131,107.11,0.0,0.0,14,0,0.0,0.0,0.0,0.0,0
