Type,Start,End,Duration,Total Energy (kcal),Active Energy (kcal),Max Heart Rate (bpm),Avg Heart Rate (bpm),Distance (mi),Avg Speed(mi/hr)),Step Count (count),Step Cadence (spm),Swimming Stroke Count (count),Swim Stoke Cadence (spm),Flights Climbed (count),Elevation Ascended (ft),Elevation Descended (ft)
Walking,2021-06-08 08:06:00,2021-06-08 08:21,00:15:02,105.07,70.03,106,89.08,0.78,3.12,540,0,0.0,0.0,0.0,6.79,0
Functional Strength Training,2021-06-07 17:05:00,2021-06-07 17:50,00:45:00,361.4,281.0,179,139.57,0.0,0.0,854,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-06-07 17:05:00,2021-06-07 17:50,00:45:02,531.01,450.61,179,139.57,0.0,0.0,854,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-06-07 13:11:00,2021-06-07 13:21,00:10:00,73.85,62.0,0,0.0,0.0,0.0,635,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-06-07 13:10:00,2021-06-07 13:21,00:10:47,97.76,85.91,186,117.24,0.0,0.0,635,0,0.0,0.0,0.0,0.0,0
Cycling,2021-06-07 12:55:00,2021-06-07 13:10,00:15:00,168.23,153.0,125,114.7,4.29,17.16,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-06-07 12:55:00,2021-06-07 13:10,00:15:32,107.89,92.14,125,109.53,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-06-06 09:37:00,2021-06-06 10:23,00:46:01,302.71,219.26,101,86.39,2.43,3.17,4182,0,0.0,0.0,0.0,10.6,0
Cycling,2021-06-04 22:59:00,2021-06-04 23:15,00:16:29,132.44,94.28,168,139.83,3.05,11.11,1161,0,0.0,0.0,0.0,6.82,0
Cycling,2021-06-04 18:10:00,2021-06-04 18:25,00:14:53,87.47,55.98,158,131.68,2.31,9.32,583,0,0.0,0.0,0.0,13.98,0
Cycling,2021-06-02 18:10:00,2021-06-02 18:21,00:11:54,132.21,100.61,178,157.24,2.57,12.98,691,0,0.0,0.0,0.0,26.08,0
Cycling,2021-06-02 18:05:00,2021-06-02 18:07,00:01:35,4.4,2.23,115,101.71,0.034,1.3,57,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-06-02 16:56:00,2021-06-02 17:51,00:54:33,440.86,366.94,156,118.09,0.0,0.0,517,0,0.0,0.0,0.0,0.0,0
Cycling,2021-06-02 13:32:00,2021-06-02 13:45,00:13:01,107.49,88.14,172,142.81,2.45,11.27,1007,0,0.0,0.0,0.0,26.8,0
Functional Strength Training,2021-06-02 11:33:00,2021-06-02 11:53,00:20:00,162.3,125.0,130,111.88,0.0,0.0,133,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-06-02 11:33:00,2021-06-02 11:53,00:20:05,154.23,116.93,130,112.86,0.0,0.0,133,0,0.0,0.0,0.0,0.0,0
Cycling,2021-06-02 10:53:00,2021-06-02 11:23,00:30:00,366.59,331.0,172,150.03,8.1,16.2,245,0,0.0,0.0,0.0,0.0,0
Cycling,2021-06-02 10:53:00,2021-06-02 11:23,00:30:16,366.93,331.35,172,148.97,0.0,0.0,245,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-06-01 18:33:00,2021-06-01 18:35,00:02:00,17.94,15.0,94,83.05,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-06-01 18:32:00,2021-06-01 18:35,00:02:48,29.06,4.05,94,83.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-06-01 17:55:00,2021-06-01 18:25,00:30:00,225.69,187.0,164,139.97,0.0,0.0,70,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-06-01 17:54:00,2021-06-01 18:25,00:30:50,324.6,285.9,164,135.86,0.0,0.0,246,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-06-01 11:38:00,2021-06-01 11:48,00:10:00,69.34,62.0,134,119.49,0.0,0.0,329,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-06-01 11:38:00,2021-06-01 11:48,00:10:12,99.83,72.07,134,119.49,0.0,0.0,329,0,0.0,0.0,0.0,0.0,0
Cycling,2021-06-01 11:16:00,2021-06-01 11:36,00:20:11,292.6,270.0,149,126.65,6.46,19.2,12,0,0.0,0.0,0.0,0.0,0
Cycling,2021-06-01 11:16:00,2021-06-01 11:36,00:20:06,206.99,184.4,149,126.68,0.0,0.0,12,0,0.0,0.0,0.0,0.0,0
Walking,2021-06-01 08:06:00,2021-06-01 08:25,00:18:53,114.46,74.47,92,84.84,1.04,3.29,2044,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-28 19:47:00,2021-05-28 20:20,00:32:52,160.57,95.45,178,145.25,3.81,6.95,2428,0,0.0,0.0,0.0,28.71,0
Traditional Strength Training,2021-05-28 16:27:00,2021-05-28 17:21,00:53:27,629.11,535.29,170,138.46,0.0,0.0,733,0,0.0,0.0,0.0,0.0,0
Rowing,2021-05-28 15:59:00,2021-05-28 16:15,00:15:58,141.15,124.76,153,133.38,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-28 11:43:00,2021-05-28 11:55,00:12:35,105.34,94.28,170,159.46,2.43,11.58,271,0,0.0,0.0,0.0,36.35,0
Yoga,2021-05-28 08:41:00,2021-05-28 08:51,00:10:52,93.63,58.9,154,120.16,0.0,0.0,102,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-28 08:17:00,2021-05-28 08:40,00:22:54,115.23,88.27,111,91.12,1.02,2.68,1158,0,0.0,0.0,1.0,16.34,0
Functional Strength Training,2021-05-27 18:24:00,2021-05-27 18:44,00:20:00,168.2,125.0,161,143.97,0.0,0.0,80,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-05-27 18:24:00,2021-05-27 18:44,00:20:09,216.27,173.07,161,129.58,0.0,0.0,80,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-27 17:04:00,2021-05-27 17:35,00:30:47,119.76,76.31,112,90.14,0.811,1.58,1051,0,0.0,0.0,0.0,6.56,0
Walking,2021-05-26 19:40:00,2021-05-26 19:59,00:19:40,107.42,66.81,104,89.73,1.01,3.09,1801,0,0.0,0.0,0.0,8.37,0
Traditional Strength Training,2021-05-26 18:53:00,2021-05-26 18:57,00:04:01,49.83,22.92,156,118.91,0.0,0.0,195,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-26 18:45:00,2021-05-26 18:51,00:06:00,32.45,23.29,126,90.43,0.249,2.49,0,0,0.0,0.0,0.0,4.89,0
Functional Strength Training,2021-05-26 11:50:00,2021-05-26 12:05,00:15:00,109.3,94.0,169,159.5,0.0,0.0,69,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-26 11:50:00,2021-05-26 12:06,00:15:47,161.23,116.15,169,133.95,0.0,0.0,69,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-26 11:33:00,2021-05-26 11:43,00:10:00,69.55,62.0,0,0.0,0.0,0.0,403,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-05-26 11:33:00,2021-05-26 11:43,00:10:41,80.67,71.96,141,122.81,0.0,0.0,403,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-26 10:45:00,2021-05-26 11:33,00:47:52,516.23,452.29,163,134.45,0.0,0.0,21,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-26 10:45:00,2021-05-26 11:30,00:45:47,576.16,508.0,163,135.1,13.6,17.82,21,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-25 08:15:00,2021-05-25 08:30,00:15:13,107.15,71.56,102,94.37,0.774,3.05,637,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-24 15:31:00,2021-05-24 15:41,00:10:00,70.0,62.0,0,0.0,0.0,0.0,53,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-05-24 15:31:00,2021-05-24 15:41,00:10:34,139.17,102.61,168,136.54,0.0,0.0,53,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-24 15:01:00,2021-05-24 15:21,00:20:00,251.27,229.0,163,130.14,5.91,17.73,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-24 15:01:00,2021-05-24 15:21,00:20:06,191.96,169.36,163,130.14,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-24 08:20:00,2021-05-24 08:39,00:19:07,121.17,80.17,104,91.28,1.0,3.15,1731,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-23 16:24:00,2021-05-23 16:34,00:10:00,71.0,62.0,172,144.99,0.0,0.0,9,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-23 16:14:00,2021-05-23 16:24,00:10:00,70.18,62.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-05-23 16:13:00,2021-05-23 16:35,00:21:34,184.39,143.66,172,119.5,0.0,0.0,679,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-23 14:03:00,2021-05-23 14:40,00:37:18,206.34,136.62,121,98.58,1.38,2.21,3016,0,0.0,0.0,1.0,26.61,0
Walking,2021-05-23 12:49:00,2021-05-23 13:20,00:30:20,170.27,110.16,113,87.67,1.47,2.91,2105,0,0.0,0.0,0.0,18.31,0
Walking,2021-05-23 12:23:00,2021-05-23 12:39,00:16:12,68.89,51.93,114,80.85,0.616,2.28,1193,0,0.0,0.0,1.0,18.11,0
Yoga,2021-05-21 23:31:00,2021-05-21 23:37,00:05:30,29.88,22.0,113,87.32,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-20 11:40:00,2021-05-20 13:55,02:14:21,759.57,546.45,155,110.54,4.05,2.08,9553,0,0.0,0.0,38.0,787.3,0
Walking,2021-05-19 15:39:00,2021-05-19 16:32,00:53:25,350.56,277.66,140,112.86,2.86,3.22,4891,0,0.0,0.0,2.0,51.38,0
Walking,2021-05-19 10:02:00,2021-05-19 10:37,00:34:06,201.79,151.21,121,94.83,1.69,2.98,3060,0,0.0,0.0,0.0,140.72,0
Cycling,2021-05-08 15:21:00,2021-05-08 15:40,00:18:50,111.35,84.09,174,155.57,3.37,10.73,1101,0,0.0,0.0,0.0,19.42,0
Cycling,2021-05-08 12:40:00,2021-05-08 13:04,00:23:40,155.51,109.64,171,153.21,3.77,9.55,1645,0,0.0,0.0,0.0,17.16,0
Walking,2021-05-08 12:39:00,2021-05-08 12:40,00:01:45,14.49,11.68,122,116.85,0.117,3.98,192,0,0.0,0.0,0.0,0.0,0
Yoga,2021-05-08 11:02:00,2021-05-08 11:22,00:20:00,104.23,81.0,97,78.43,0.0,0.0,41,0,0.0,0.0,0.0,0.0,0
Yoga,2021-05-08 11:01:00,2021-05-08 11:22,00:20:42,109.36,65.63,97,78.02,0.0,0.0,41,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-08 09:01:00,2021-05-08 09:35,00:34:33,178.97,115.15,104,84.89,1.41,2.44,1706,0,0.0,0.0,2.0,22.57,0
Functional Strength Training,2021-05-07 16:43:00,2021-05-07 16:53,00:10:00,88.43,62.0,124,122.79,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-05-07 16:42:00,2021-05-07 16:52,00:10:12,71.02,44.59,131,106.75,0.0,0.0,5,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-07 09:16:00,2021-05-07 09:33,00:16:31,99.33,64.44,125,92.76,0.603,2.19,771,0,0.0,0.0,1.0,24.44,0
Yoga,2021-05-07 08:49:00,2021-05-07 09:09,00:20:00,108.72,86.0,83,71.53,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0
Yoga,2021-05-07 08:49:00,2021-05-07 09:09,00:20:20,80.12,56.95,88,72.56,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-06 16:00:00,2021-05-06 17:08,01:07:33,426.94,312.86,106,93.98,4.02,3.57,6464,0,0.0,0.0,1.0,55.28,0
Walking,2021-05-05 19:27:00,2021-05-05 19:50,00:23:04,113.57,66.82,133,98.92,0.649,1.69,643,0,0.0,0.0,1.0,22.08,0
Cycling,2021-05-05 17:08:00,2021-05-05 17:21,00:12:27,111.09,80.93,170,152.33,2.28,10.98,208,0,0.0,0.0,0.0,28.51,0
Traditional Strength Training,2021-05-05 15:46:00,2021-05-05 16:48,01:01:45,452.38,368.59,155,118.58,0.0,0.0,583,0,0.0,0.0,0.0,0.0,0
Rowing,2021-05-05 15:35:00,2021-05-05 15:45,00:10:06,86.6,78.92,123,112.01,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-05 12:14:00,2021-05-05 12:27,00:12:56,79.13,68.7,172,146.29,2.46,11.38,696,0,0.0,0.0,0.0,40.98,0
Walking,2021-05-05 08:41:00,2021-05-05 08:59,00:18:52,121.65,78.69,114,88.48,1.15,3.65,1924,0,0.0,0.0,3.0,16.9,0
Functional Strength Training,2021-05-04 17:51:00,2021-05-04 18:11,00:20:00,169.63,125.0,111,97.01,0.0,0.0,205,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-04 17:51:00,2021-05-04 18:11,00:20:15,103.56,51.31,111,92.0,0.0,0.0,205,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-04 17:13:00,2021-05-04 17:39,00:25:40,376.98,346.0,150,133.31,8.22,19.22,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-04 17:13:00,2021-05-04 17:39,00:25:35,241.91,211.19,150,133.26,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-04 08:28:00,2021-05-04 08:45,00:17:43,108.04,69.07,101,89.29,1.02,3.46,1959,0,0.0,0.0,0.0,15.45,0
Traditional Strength Training,2021-05-03 17:37:00,2021-05-03 18:24,00:46:53,328.77,247.05,147,113.89,0.0,0.0,328,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-03 16:17:00,2021-05-03 16:27,00:10:00,69.36,62.0,127,108.09,0.0,0.0,86,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-05-03 16:17:00,2021-05-03 16:27,00:10:16,71.98,43.43,127,108.18,0.0,0.0,86,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-03 16:04:00,2021-05-03 16:14,00:10:01,84.24,69.13,133,118.89,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-05-03 16:04:00,2021-05-03 16:15,00:10:46,158.88,143.0,133,119.04,3.42,19.06,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-03 08:26:00,2021-05-03 08:44,00:18:09,112.81,74.55,114,90.34,1.03,3.39,1273,0,0.0,0.0,1.0,14.21,0
Walking,2021-05-02 13:50:00,2021-05-02 14:03,00:12:52,84.09,54.16,111,100.5,0.713,3.32,1034,0,0.0,0.0,1.0,13.42,0
Walking,2021-05-02 13:31:00,2021-05-02 13:46,00:14:52,68.02,53.04,108,94.78,0.793,3.2,2012,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-01 17:23:00,2021-05-01 17:38,00:15:15,101.53,65.17,158,145.9,0.611,2.4,358,0,0.0,0.0,2.0,1.18,0
Functional Strength Training,2021-05-01 12:32:00,2021-05-01 12:47,00:15:00,109.86,94.0,135,132.33,0.0,0.0,420,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-05-01 12:32:00,2021-05-01 12:47,00:14:48,116.56,101.21,149,121.5,0.0,0.0,415,0,0.0,0.0,0.0,0.0,0
Yoga,2021-05-01 12:04:00,2021-05-01 12:24,00:20:00,95.66,73.0,87,73.92,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-05-01 12:04:00,2021-05-01 12:25,00:21:07,84.49,60.16,87,73.24,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-05-01 11:33:00,2021-05-01 11:56,00:22:54,107.69,80.74,95,77.33,0.9,2.36,1291,0,0.0,0.0,2.0,27.36,0
Walking,2021-05-01 10:45:00,2021-05-01 11:14,00:29:34,161.01,105.3,93,81.49,1.38,2.8,2780,0,0.0,0.0,2.0,38.88,0
Walking,2021-05-01 10:23:00,2021-05-01 10:37,00:14:22,47.01,33.06,91,77.47,0.325,1.36,629,0,0.0,0.0,1.0,7.22,0
Walking,2021-04-30 20:03:00,2021-04-30 20:25,00:21:49,100.16,54.82,120,87.33,0.627,1.72,681,0,0.0,0.0,1.0,18.54,0
Walking,2021-04-30 13:23:00,2021-04-30 13:59,00:35:45,219.5,154.84,108,91.73,2.01,3.37,3108,0,0.0,0.0,0.0,24.38,0
Walking,2021-04-30 10:20:00,2021-04-30 10:38,00:17:55,106.05,59.65,105,85.22,0.688,2.3,1414,0,0.0,0.0,1.0,15.16,0
Traditional Strength Training,2021-04-29 17:52:00,2021-04-29 18:26,00:33:55,215.35,154.54,139,110.01,0.0,0.0,163,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-29 17:47:00,2021-04-29 17:50,00:03:02,34.56,29.82,184,148.6,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-29 11:58:00,2021-04-29 12:46,00:47:19,535.95,453.93,174,148.43,0.0,0.0,22,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-29 11:58:00,2021-04-29 12:43,00:45:00,713.07,646.0,174,149.56,14.58,19.44,4,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-04-28 15:45:00,2021-04-28 15:55,00:10:00,88.38,62.0,115,115.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-28 15:45:00,2021-04-28 15:55,00:10:06,65.94,39.56,127,111.08,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-28 15:24:00,2021-04-28 15:44,00:20:00,237.24,214.0,150,134.58,5.75,17.25,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-28 15:23:00,2021-04-28 15:44,00:20:30,178.68,155.44,150,125.29,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-27 22:25:00,2021-04-27 22:44,00:19:15,124.41,81.86,117,102.06,1.0,3.13,1854,0,0.0,0.0,1.0,30.38,0
Walking,2021-04-27 18:03:00,2021-04-27 18:32,00:28:29,147.75,92.77,123,90.86,0.944,1.99,1213,0,0.0,0.0,1.0,0.0,0
Walking,2021-04-27 08:20:00,2021-04-27 08:37,00:17:19,112.8,74.57,117,98.98,1.02,3.52,1833,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-26 16:26:00,2021-04-26 17:03,00:36:31,401.28,336.61,172,144.48,0.0,0.0,398,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-26 16:10:00,2021-04-26 16:15,00:05:07,48.44,47.67,164,144.89,0.0,0.0,626,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-26 13:03:00,2021-04-26 13:36,00:33:47,228.55,177.79,125,103.85,2.03,3.61,2697,0,0.0,0.0,1.0,46.85,0
Walking,2021-04-24 14:41:00,2021-04-24 15:16,00:34:58,298.18,221.59,158,124.83,1.97,3.38,2027,0,0.0,0.0,3.0,33.92,0
Cycling,2021-04-24 14:33:00,2021-04-24 14:40,00:07:53,35.49,32.63,168,139.7,1.13,8.58,571,0,0.0,0.0,0.0,14.53,0
Walking,2021-04-24 12:59:00,2021-04-24 13:12,00:13:16,84.26,50.35,104,94.57,0.622,2.81,1169,0,0.0,0.0,1.0,23.13,0
Functional Strength Training,2021-04-24 12:40:00,2021-04-24 12:42,00:01:30,14.24,12.0,93,89.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-24 12:40:00,2021-04-24 12:43,00:03:25,19.91,14.6,105,91.11,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-24 12:33:00,2021-04-24 12:38,00:05:02,47.35,47.1,149,143.59,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-24 09:51:00,2021-04-24 10:01,00:10:01,76.57,48.0,71,69.0,0.0,0.0,38,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-24 09:51:00,2021-04-24 10:01,00:10:10,58.06,29.49,89,74.28,0.0,0.0,46,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-22 21:09:00,2021-04-22 21:14,00:05:27,53.71,25.38,154,110.29,0.287,3.16,0,0,0.0,0.0,1.0,9.09,0
Functional Strength Training,2021-04-22 14:43:00,2021-04-22 15:26,00:42:24,484.11,408.73,175,134.2,0.0,0.0,604,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-22 14:43:00,2021-04-22 15:25,00:42:20,403.1,327.71,175,134.26,0.0,0.0,604,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-22 08:27:00,2021-04-22 08:58,00:30:25,183.46,124.99,122,87.83,0.0,0.0,25,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-22 08:27:00,2021-04-22 08:58,00:30:31,165.76,120.0,122,87.89,0.0,0.0,25,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-21 15:30:00,2021-04-21 16:15,00:45:11,646.16,566.0,151,131.33,14.1,18.72,88,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-21 15:30:00,2021-04-21 16:15,00:45:07,422.2,362.55,151,131.29,0.0,0.0,88,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-21 12:44:00,2021-04-21 13:04,00:20:00,108.1,85.0,121,92.28,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-21 12:44:00,2021-04-21 13:05,00:21:25,142.93,99.15,122,93.67,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-04-20 15:01:00,2021-04-20 15:21,00:20:00,147.48,125.0,177,145.27,0.0,0.0,318,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-20 15:01:00,2021-04-20 15:21,00:20:20,224.12,180.12,177,145.12,0.0,0.0,318,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-14 14:11:00,2021-04-14 14:56,00:45:02,642.08,561.0,148,130.96,14.02,18.68,16,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-14 14:11:00,2021-04-14 14:56,00:45:03,445.19,364.1,148,130.96,0.0,0.0,16,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-13 18:29:00,2021-04-13 19:10,00:40:57,233.94,160.7,136,99.18,0.0,0.0,85,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-13 08:19:00,2021-04-13 08:26,00:07:06,85.55,57.58,150,130.91,0.0,0.0,195,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-13 08:10:00,2021-04-13 08:19,00:08:47,46.31,40.49,109,92.06,0.515,3.52,1527,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-04-12 19:14:00,2021-04-12 19:34,00:20:00,169.55,125.0,177,148.18,0.0,0.0,205,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-12 19:13:00,2021-04-12 19:33,00:20:00,211.73,159.62,177,135.45,0.0,0.0,205,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-12 13:53:00,2021-04-12 14:42,00:49:16,344.06,257.85,118,101.04,3.02,3.67,4441,0,0.0,0.0,2.0,21.75,0
Functional Strength Training,2021-04-12 12:09:00,2021-04-12 12:18,00:08:33,77.82,51.14,162,127.82,0.0,0.0,196,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-12 11:57:00,2021-04-12 12:05,00:08:03,67.53,63.17,162,140.53,0.0,0.0,870,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-12 08:28:00,2021-04-12 08:48,00:20:00,90.0,90.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-12 08:28:00,2021-04-12 08:28,00:00:26,1.97,1.39,72,69.94,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-04-11 19:29:00,2021-04-11 19:49,00:20:00,169.32,125.0,106,92.36,0.0,0.0,222,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-11 19:29:00,2021-04-11 19:49,00:20:16,137.58,93.25,107,92.36,0.0,0.0,222,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-04-11 19:11:00,2021-04-11 19:21,00:10:00,69.62,62.0,144,125.68,0.0,0.0,372,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-11 19:11:00,2021-04-11 19:22,00:10:16,78.46,70.4,144,125.97,0.0,0.0,372,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-11 18:59:00,2021-04-11 19:09,00:10:00,121.42,114.0,154,136.04,2.98,17.88,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-11 18:59:00,2021-04-11 19:09,00:10:05,95.9,88.22,154,135.98,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Yoga,2021-04-10 17:25:00,2021-04-10 18:00,00:35:12,224.83,159.62,123,91.94,0.0,0.0,18,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-10 10:45:00,2021-04-10 10:56,00:10:24,125.77,97.88,173,145.81,0.0,0.0,323,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-09 19:52:00,2021-04-09 20:12,00:19:19,81.67,40.56,124,96.4,0.311,0.967,38,0,0.0,0.0,1.0,12.3,0
Walking,2021-04-09 18:33:00,2021-04-09 18:38,00:04:19,39.76,12.58,109,83.2,0.084,1.17,0,0,0.0,0.0,1.0,8.3,0
Walking,2021-04-09 13:39:00,2021-04-09 14:17,00:37:24,242.18,165.12,108,94.98,2.23,3.57,3392,0,0.0,0.0,1.0,34.45,0
Functional Strength Training,2021-04-09 11:29:00,2021-04-09 11:33,00:04:00,51.68,24.72,155,132.54,0.0,0.0,138,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-04-09 10:26:00,2021-04-09 10:41,00:15:00,130.7,94.0,125,125.0,0.0,0.0,133,0,0.0,0.0,0.0,0.0,0
Functional Strength Training,2021-04-09 10:25:00,2021-04-09 10:40,00:15:20,116.11,71.79,139,115.3,0.0,0.0,133,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-09 10:06:00,2021-04-09 10:16,00:10:02,107.35,92.18,156,146.48,0.0,0.0,1138,0,0.0,0.0,0.0,0.0,0
Walking,2021-04-09 08:05:00,2021-04-09 08:32,00:27:30,128.48,78.6,105,85.04,0.992,2.98,1842,0,0.0,0.0,1.0,13.62,0
Functional Strength Training,2021-04-08 13:54:00,2021-04-08 14:04,00:10:00,69.74,62.0,0,0.0,0.0,0.0,349,0,0.0,0.0,0.0,0.0,0
Traditional Strength Training,2021-04-08 13:54:00,2021-04-08 14:17,00:23:24,172.34,123.52,134,109.42,0.0,0.0,407,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-08 13:22:00,2021-04-08 13:52,00:30:00,475.12,438.0,179,148.33,9.57,19.14,11,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-08 13:22:00,2021-04-08 13:52,00:30:00,312.56,275.18,179,148.33,0.0,0.0,11,0,0.0,0.0,0.0,0.0,0
High Intensity Interval Training,2021-04-08 10:49:00,2021-04-08 10:52,00:03:04,48.75,22.62,136,120.22,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0
Cycling,2021-04-07 22:10:00,2021-04-07 22:19,00:09:19,122.17,95.15,176,168.58,2.35,15.16,493,0,0.0,0.0,0.0,22.05,0
Cycling,2021-04-07 19:21:00,2021-04-07 19:36,00:15:01,123.95,90.24,178,159.83,2.51,10.04,98,0,0.0,0.0,0.0,18.83,0
